package,kind,symbol,source,status,destination_or_reason
root,func,FromPairs,map.go,compatible,goforge.dev/gplodash
root,func,FromPtr,type_manipulation.go,compatible,goforge.dev/gplodash
root,func,FromPtrOr,type_manipulation.go,compatible,goforge.dev/gplodash
root,func,FromSlicePtr,type_manipulation.go,compatible,goforge.dev/gplodash
root,func,FromSlicePtrOr,type_manipulation.go,compatible,goforge.dev/gplodash
root,func,Generator,channel.go,compatible,goforge.dev/gplodash
root,func,GroupBy,slice.go,compatible,goforge.dev/gplodash
root,func,GroupByErr,slice.go,compatible,goforge.dev/gplodash
root,func,GroupByMap,slice.go,compatible,goforge.dev/gplodash
root,func,GroupByMapErr,slice.go,compatible,goforge.dev/gplodash
root,func,HasKey,map.go,compatible,goforge.dev/gplodash
root,func,HasPrefix,find.go,compatible,goforge.dev/gplodash
root,func,HasSuffix,find.go,compatible,goforge.dev/gplodash
root,func,If,condition.go,compatible,goforge.dev/gplodash
root,func,IfF,condition.go,compatible,goforge.dev/gplodash
root,func,IndexOf,find.go,compatible,goforge.dev/gplodash
root,func,Interleave,slice.go,compatible,goforge.dev/gplodash
root,func,Intersect,intersect.go,compatible,goforge.dev/gplodash
root,func,IntersectBy,intersect.go,compatible,goforge.dev/gplodash
root,func,Invert,map.go,compatible,goforge.dev/gplodash
root,func,IsEmpty,type_manipulation.go,compatible,goforge.dev/gplodash
root,func,IsNil,type_manipulation.go,compatible,goforge.dev/gplodash
root,func,IsNotEmpty,type_manipulation.go,compatible,goforge.dev/gplodash
root,func,IsNotNil,type_manipulation.go,compatible,goforge.dev/gplodash
root,func,IsSorted,slice.go,compatible,goforge.dev/gplodash
root,func,IsSortedBy,slice.go,compatible,goforge.dev/gplodash
root,func,IsSortedByKey,slice.go,compatible,goforge.dev/gplodash
root,func,KebabCase,string.go,compatible,goforge.dev/gplodash
root,func,KeyBy,slice.go,compatible,goforge.dev/gplodash
root,func,KeyByErr,slice.go,compatible,goforge.dev/gplodash
root,func,Keyify,slice.go,compatible,goforge.dev/gplodash
root,func,Keys,map.go,compatible,goforge.dev/gplodash
root,func,Last,find.go,compatible,goforge.dev/gplodash
root,func,LastIndexOf,find.go,compatible,goforge.dev/gplodash
root,func,LastOr,find.go,compatible,goforge.dev/gplodash
root,func,LastOrEmpty,find.go,compatible,goforge.dev/gplodash
root,func,Latest,find.go,compatible,goforge.dev/gplodash
root,func,LatestBy,find.go,compatible,goforge.dev/gplodash
root,func,LatestByErr,find.go,compatible,goforge.dev/gplodash
root,var,LettersCharset,string.go,compatible,goforge.dev/gplodash
root,var,LowerCaseLettersCharset,string.go,compatible,goforge.dev/gplodash
root,func,Map,slice.go,compatible,goforge.dev/gplodash
root,func,MapEntries,map.go,compatible,goforge.dev/gplodash
